county,date,year,Verified Occurances Clean,suicide_flag,suicide_text,suicideAttempt_flag,suicideAttempt_text,homicide_flag,homicideAttempt_flag,escape_flag,escapeAttempt_flag,fire_flag,seriousInj_flag,batt_flag,riot_flag,sexOffense_flag,assaultStaff_flag,assaultDet_flag,fight_flag,restraintsStrict_flag,OCSprayStrict_flag,other_flag,other_text,other_pepperball,other_forcedMed,other_hospital,other_taser,other_prea,sexOffense_OR_prea,other_chair_rough,other_restraint_OR_chair
Rock Island County,08/16/2020,2020,Restraints Used; Suicide Attempt (method) Chair,0,,1,Chair,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Champaign County,08/19/2020,2020,Sex Offense,0,,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,prea,1,,
Adams County,12/01/2023,2023,Other (specify): restraint chair,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,restraint chair,,,,,,,chair,1
McHenry County,12/03/2023,2023,Other (specify): Death,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Death,,,,,,,,
McHenry County,12/05/2023,2023,Other (specify): Death,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Death,,,,,,,,
Cook County,12/11/2023,2023,Other (specify): In-custody Death,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,In-custody Death,,,,,,,,
Lake County,12/13/2023,2023,Suicide (method),1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Will County,12/18/2023,2023,Other (specify): OC Spray,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,OC Spray,,,,,,,,
Jefferson County,12/20/2023,2023,Suicide (method) Hanging,1,Hanging,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Pulaski County,12/23/2023,2023,Suicide (method) hanging,1,hanging,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,12/25/2023,2023,Other (specify): In-custody Death,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,In-custody Death,,,,,,,,
Peoria County,03/04/2022,2022,Other (specify): statements; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,statements,,,,,,,,1
Macon County,03/31/2022,2022,Suicide (method) Choking,1,Choking,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Macon County,03/22/2022,2022,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Will County,03/14/2022,2022,Suicide (method) Hanging,1,Hanging,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Rock Island County,05/19/2021,2021,Other (specify): Restraint chair,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Restraint chair,,,,,,,chair,1
Macon County,05/05/2021,2021,Suicide (method) RAZOR BLADE; Suicide Attempt (method) CUT LEFT FOREARM,1,RAZOR BLADE,1,CUT LEFT FOREARM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Will County,07/05/2022,2022,Other (specify): 1 DEPUTY INJURED/TASER DEPLOYED; Assault on Staff,0,,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1 DEPUTY INJURED/TASER DEPLOYED,,,,ECD,,,,
Jefferson County,06/18/2022,2022,Suicide (method); Suicide Attempt (method) Strangulation,1,,1,Strangulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Lake County,06/03/2022,2022,Suicide Attempt (method) Banging head cell window,0,,1,Banging head cell window,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Lake County,06/30/2022,2022,OC Spray Used; Assault on Staff,0,,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,
Williamson County,12/02/2019,2019,Assault on Staff,0,,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,
Will County,12/26/2019,2019,Other (specify): Forced Medication; OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Forced Medication,,forced med,,,,,,
Winnebago County Jail,12/08/2019,2019,OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
Rock Island County,12/07/2019,2019,Restraints Used; Suicide Attempet (method) chair,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Lake County,12/05/2019,2019,Other (specify): Escape,0,,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Escape,,,,,,,,
DuPage County,12/28/2020,2020,Fighting among Detainees; Suicide (method) Inmate Fight,1,Inmate Fight,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Pike County,12/29/2020,2020,Other (specify): Natural,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Natural,,,,,,,,
Tazewell County,09/14/2020,2020,Other (specify): restraint chair; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,restraint chair,,,,,,,chair,1
Clinton County,09/05/2020,2020,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
McHenry County,09/12/2020,2020,Other (specify): Ambulance; OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Ambulance,,,,,,,,
DeKalb County,10/04/2019,2019,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
DeKalb County,10/01/2019,2019,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Lake County,05/03/2024,2024,Other (specify): Death,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Death,,,,,,,,
McHenry County,05/08/2024,2024,Other (specify): Meds; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Meds,,,,,,,,1
Peoria County,05/12/2024,2024,Other (specify): drive stun,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,drive stun,,,,ECD,,,,
Madison County,05/31/2024,2024,Other (specify): Death; Serious Injury,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Death,,,,,,,,
Cook County,05/02/2023,2023,Other (specify): In-Custody Death,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,In-Custody Death,,,,,,,,
Cook County,05/22/2023,2023,Other (speciy); In-custody Death,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
Peoria County,05/24/2023,2023,Other (specify): suicide,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suicide,,,,,,,,
Lake County,05/28/2023,2023,Other (specify): Battery; Fighting among Detainees,0,,0,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,Battery,,,,,,,,
Lake County,08/20/2022,2022,Other (specify): Death Invest,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Death Invest,,,,,,,,
Jackson County,06/19/2024,2024,Restraints Used; Other (specify): Restrain Chair,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Restrain Chair,,,,,,,chair,1
Jackson County,07/01/2023,2023,Suicide Attempt (method) Hanging / Jump off tier; Suicide (method),1,,1,Hanging / Jump off tier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Kane County,07/27/2023,2023,Other (specify): Rest chair; Restraints Used; Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Rest chair,,,,,,,chair,1
Lake County,02/02/2024,2024,Other (specify): Attempt Escp,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Attempt Escp,,,,,,,,
Adams County,02/07/2024,2024,Restraints Used; Suicide (method) Restraint Chair,1,Restraint Chair,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Will County,02/09/2024,2024,Other (specify): INMATE DEATH,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,INMATE DEATH,,,,,,,,
Clinton County,09/05/2019,2019,Restraints USed; Other (specify): Restraint Chair,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Restraint Chair,,,,,,,chair,1
Cook County,03/02/2023,2023,Other (specify): In-custody Death,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,In-custody Death,,,,,,,,
Jefferson County,03/05/2023,2023,Other (specify): taser/drive; Assault on Staff; Restraints Used; Suicide Attempt (method) Fighting officers,0,,1,Fighting officers,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,taser/drive,,,,ECD,,,,1
Schuyler County,03/10/2023,2023,Other (specify): attempt to cut wrists with toothbrush,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,attempt to cut wrists with toothbrush,,,,,,,,
McHenry County,03/23/2023,2023,Suicide (method) Hanging attempt,1,Hanging attempt,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Williamson County,03/31/2023,2023,Restraints Used; Suicide (method) Suffocation with trashbag,1,Suffocation with trashbag,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Clinton County,03/13/2019,2019,Suicide (method) overdose,1,overdose,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Stephenson County,03/31/2019,2019,Restraints Used; Suicide Attempt (method) kicking door,0,,1,kicking door,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Pulaski County,03/07/2024,2024,Other (specify): Cancer,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cancer,,,,,,,,
Logan County,03/18/2024,2024,Suicide Attempt (method) bashing head on the wall,0,,1,bashing head on the wall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Pulaski County,03/24/2024,2024,Other (spacify): Hospice,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Edgar County,10/11/2020,2020,Suicide (method) by police scene; Suicide Attempt (method) cut wrist,1,by police scene,1,cut wrist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Vermilion County,08/29/2021,2021,Suicide (method) hanging,1,hanging,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Peoria County,07/02/2024,2024,Other (specify): Death,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Death,,,,,,,,
Sangamon County,10/05/2022,2022,Other (specify): pregnant,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,pregnant,,,,,,,,
Lake County,03/20/2021,2021,Other (specify): Wrong Meds,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Wrong Meds,,,,,,,,
Peoria County,06/14/2019,2019,Suicide (method),1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Lake County,10/05/2021,2021,Other (specify): Vehicle Acci,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Vehicle Acci,,,,,,,,
Lake County,10/01/2021,2021,Other (specify): Overdose,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Overdose,,,,,,,,
Sangamon County,02/17/2019,2019,Other (specify): Drug OD,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Drug OD,,,,,,,,
Will County,05/04/2019,2019,Other (specify): Death,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Death,,,,,,,,
Peoria County,05/19/2022,2022,Suicide (method) Stabbing,1,Stabbing,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,04/01/2023,2023,Other (specify): In-Custody Death,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,In-Custody Death,,,,,,,,
Mercer County,04/04/2023,2023,Suicide (method); Suicide Attempt (method) razor blade; Serious Injury,1,,1,razor blade,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
Knox County,04/08/2023,2023,Other (specify): Restraint chair; Restraints Used; Suicide (method) verbal threats,1,verbal threats,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Restraint chair,,,,,,,chair,1
Madison County,04/17/2023,2023,Other (specify): chemicals,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,chemicals,,,,,,,,
Williamson County,04/19/2023,2023,Restraints Used; Suicide (method) Self mutiliation,1,Self mutiliation,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Marshall County,01/07/2023,2023,Suicide (method) Jumped out of moving car,1,Jumped out of moving car,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Will County,01/10/2022,2022,Other (specify): Forced Medication: Naloxone,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Forced Medication: Naloxone,,forced med,,,,,,
Macoupin County,11/18/2024,2024,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Kankakee County,02/03/2022,2022,Other (specify): Inmate Death,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Inmate Death,,,,,,,,
Lake County,06/01/2023,2023,Other (specify): Battery; Fighting among Detainees,0,,0,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,Battery,,,,,,,,
Adams County,06/15/2025,2025,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Peoria County,06/21/2023,2023,Other (specify): Suicide,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Suicide,,,,,,,,
Will County,6/11/21,2021,Other (specify): Inmate Death,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Inmate Death,,,,,,,,
Madison County,6/25/25,2025,OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
Clinton County,6/3/21,2021,Suicide (method),1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Lake County,10/21/24,2024,Suicide (method) Banged head,1,Banged head,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Macon County,7/7/21,2021,OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
St. Clair County,7/2/21,2021,Restraints Used; Other (specify): Chair,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Chair,,,,,,,chair,1
Kankakee County,1/1/24,2024,Suicide (method) Hanging; Suicide Attempt (method) Hanging,1,Hanging,1,Hanging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Kankakee County,1/1/24,2024,Suicide (method) Hanging,1,Hanging,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Livingston County,1/4/24,2024,Other (specify): Overdose,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Overdose,,,,,,,,
Lake County,1/6/24,2024,Suicide (method); Fire; Other (specify): smoldering,1,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,smoldering,,,,,,,,
Sangamon County,1/31/24,2024,Suicide (method) Statements,1,Statements,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,12/4/21,2021,Other (specify): In-custody Death,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,In-custody Death,,,,,,,,
Cook County,12/9/24,2024,Other (specify): In-Custody Death,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,In-Custody Death,,,,,,,,
Cook County,12/16/24,2024,Other (specify): In-Custody Death,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,In-Custody Death,,,,,,,,
Cook County,12/24/24,2024,Other (specify): In-Custody Death,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,In-Custody Death,,,,,,,,
McDonough County,11/8/23,2023,Homicide,0,,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
McHenry County,9/3/22,2022,Other (specify): Child Birth,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Child Birth,,,,,,,,
Lake County,9/23/22,2022,Other (specify): In Custody Death,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,In Custody Death,,,,,,,,
Cook County,4/3/24,2024,Other (specify): In-custody Death,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,In-custody Death,,,,,,,,
Madison County,9/4/23,2023,Other (specify): Death,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Death,,,,,,,,
Peoria County,9/8/23,2023,Other (specify): Death,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Death,,,,,,,,
Peoria County,9/9/23,2023,Other (specify): Overdose,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Overdose,,,,,,,,
Peoria County,9/13/23,2023,Suicide Attempt (method) Statement,0,,1,Statement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Peoria County,9/14/23,2023,Other (specify): suicidewatch; Suicide Attempt (method) suicidal statement,0,,1,suicidal statement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suicidewatch,,,,,,,,
Peoria County,9/14/23,2023,Other (specify): suicidewatch; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,suicidewatch,,,,,,,,1
Champaign County,9/24/23,2023,Other (specify): Death,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Death,,,,,,,,
Tazewell County,9/24/23,2023,Other (specify): In Custody Death,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,In Custody Death,,,,,,,,
Stark County,9/26/23,2023,Suicide (method) Hanging,1,Hanging,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Peoria County,9/27/23,2023,OC Spray Used; Restraints Used; Suicide (method) On Watch,1,On Watch,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,1
Cook County,2/9/23,2023,Other (specify): In-custody Death,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,In-custody Death,,,,,,,,
Cook County,8/8/23,2023,Other (specify): In-custody Death,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,In-custody Death,,,,,,,,
Saline County,8/19/23,2023,Suicide (method) Hanging,1,Hanging,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Lake County,8/23/23,2023,Other (specify): Wrong Meds,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Wrong Meds,,,,,,,,
Lake County,1/25/21,2021,Suicide Attempt (method) Banging head on wall,0,,1,Banging head on wall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Peoria County,2/16/22,2022,Other (specify): statements,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statements,,,,,,,,
Lake County,3/31/21,2021,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Lake County,3/19/21,2021,Other (specify): Inj. Person,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Inj. Person,,,,,,,,
Clinton County,3/29/21,2021,Restraints Used; Other (specify): Suicidal,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Suicidal,,,,,,,,1
Clinton County,3/29/21,2021,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Lake County,3/10/21,2021,Other (specify): Sick Person,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sick Person,,,,,,,,
Lake County,3/10/21,2021,Other (specify): Sick Person,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sick Person,,,,,,,,
Iroquois County,3/17/21,2021,Sex Offense,0,,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,prea,1,,
Adams County,3/26/21,2021,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Peoria County,3/30/21,2021,Other (specify): Chair; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Chair,,,,,,,chair,1
Lake County,3/28/21,2021,Escape,0,,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Lake County,3/30/21,2021,Other (specify): Sick Person,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sick Person,,,,,,,,
Lake County,3/5/21,2021,OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
Lake County,3/5/21,2021,Other (specify): Disorderly C,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Disorderly C,,,,,,,,
Lake County,3/1/21,2021,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Kane County,3/17/21,2021,Other (specify): Charge Filed,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Charge Filed,,,,,,,,
Cook County,3/3/21,2021,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Lake County,3/29/21,2021,Other (specify): Contraband,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Contraband,,,,,,,,
Kane County,3/29/21,2021,Other (specify): Rest Chair; Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Rest Chair,,,,,,,chair,1
Lake County,3/24/21,2021,Other (specify): Inj. Person,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Inj. Person,,,,,,,,
DuPage County,3/2/21,2021,Other (specify): Hospital; Serious Injury,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hospital,,,hosp,,,,,
Sangamon County,3/28/24,2024,Restraints Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,1
Lake County,3/5/21,2021,OC Spray Used; Other (specify): Disorderly,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Disorderly,,,,,,,,
St. Clair County,3/24/21,2021,Suicide Attempt (method) Razor,0,,1,Razor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Winnebago County Jail,3/4/21,2021,Assault on Staff; Battery,0,,0,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,
Lake County,3/17/21,2021,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Lake County,1/27/21,2021,Fighting among Detainees,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
Cook County,10/1/24,2024,Serious Injury,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,10/1/24,2024,OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
Cook County,10/1/24,2024,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,10/1/24,2024,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,10/1/24,2024,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,10/1/24,2024,Assault on Staff; Battery,0,,0,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,
Cook County,10/1/24,2024,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,10/1/24,2024,Serious Injury,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,10/1/24,2024,Suicide Attempt (method) Sellf-,0,,1,Sellf-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,10/1/24,2024,Suicide Attempt (method) Ligature,0,,1,Ligature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,10/1/24,2024,Serious Injury,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,10/1/24,2024,Fighting among Detainees; Sex Offense,0,,0,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,prea,1,,
Cook County,10/2/24,2024,Serious Injury,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,10/2/24,2024,OC Spray Used; Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,
Cook County,10/2/24,2024,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,10/2/24,2024,Serious Injury,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,10/2/24,2024,Other (specify): Weapon recovered,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weapon recovered,,,,,,,,
Cook County,10/2/24,2024,Serious Injury,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,10/3/24,2024,Other (specify): Weapons recovered,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weapons recovered,,,,,,,,
Cook County,10/3/24,2024,Serious Injury,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,10/3/24,2024,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,10/3/24,2024,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,10/3/24,2024,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,10/3/24,2024,Suicide Attempt (method) Self inflicted bodily injury,0,,1,Self inflicted bodily injury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,10/3/24,2024,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,10/3/24,2024,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,10/3/24,2024,Serious Injury,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,10/3/24,2024,Suicide Attempt (method) lige,0,,1,lige,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,10/3/24,2024,Battery; OC Spray Used; Other (specify): Weapon involved,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,Weapon involved,,,,,,,,
Cook County,10/3/24,2024,Suicide Attempt (method) Ligature,0,,1,Ligature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,10/4/24,2024,OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
Cook County,10/4/24,2024,Battery,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
Cook County,10/4/24,2024,OC Spray Used,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
